peak_rank,dataset,param_set,channel,n_curves,peak_wavelength_nm_grid,peak_wavelength_nm_refined,peak_wavelength_nm_0p1,peak_intensity,peak_intensity_refined,candidate_rank,delta_nm,nist_wavelength_nm,nist_obs_wl_nm,nist_ritz_wl_nm,nist_aki_s-1,nist_acc,nist_transition_type,nist_spectra_query,nist_element,nist_ion_stage,nist_species,nist_transition,nist_rel_intensity,nist_source
8,diameter,1mm,Base,1,329.0,329.05128205128204,329.1,1.05e-06,1.0515384615384615e-06,2,0.10190000000000055,328.9981,328.9981,328.9982,,,,O II,O,II,O II,,,live_nist
8,diameter,1mm,Base,1,329.0,329.05128205128204,329.1,1.05e-06,1.0515384615384615e-06,3,0.2640199999999595,329.36402,329.36402,329.364009,170000000.0,D,,Ar II,Ar,II,Ar II,,170000000.0,live_nist
9,diameter,1mm,Base,1,384.0,383.8466386554622,383.8,9.59e-07,9.645976890756303e-07,1,0.010012500000016189,383.8100125,,383.8100125,374250.0,AAA,,He I,He,I,He I,,374250.0,live_nist
9,diameter,1mm,Base,1,384.0,383.8466386554622,383.8,9.59e-07,9.645976890756303e-07,2,0.023899999999969168,383.8239,383.8239,383.8239,,,,Ar II,Ar,II,Ar II,,,live_nist
9,diameter,1mm,Base,1,384.0,383.8466386554622,383.8,9.59e-07,9.645976890756303e-07,3,0.03699999999997772,383.837,383.837,383.8374,69800000.0,B,,N II,N,II,N II,,69800000.0,live_nist
10,diameter,1mm,Base,1,321.0,320.99824435040966,321.0,6.33e-07,6.330017117583506e-07,1,0.23450000000002547,320.7655,320.7655,320.766891,,,,Ar II,Ar,II,Ar II,,,live_nist
10,diameter,1mm,Base,1,321.0,320.99824435040966,321.0,6.33e-07,6.330017117583506e-07,2,0.2418999999999869,320.7581,320.7581,320.758125,,,,Ar II,Ar,II,Ar II,,,live_nist
10,diameter,1mm,Base,1,321.0,320.99824435040966,321.0,6.33e-07,6.330017117583506e-07,3,0.25177999999999656,321.25178,321.25178,321.25181,5200000.0,C,,Ar II,Ar,II,Ar II,,5200000.0,live_nist
1,diameter,1mm,Middle,1,336.0,335.54,335.5,0.000412,0.00041993499999999997,1,0.04449019999998427,335.4555098,,335.4555098,1453700.0,AAA,,He I,He,I,He I,,1453700.0,live_nist
1,diameter,1mm,Middle,1,336.0,335.54,335.5,0.000412,0.00041993499999999997,2,0.3690000000000282,335.131,,335.131,,,,O II,O,II,O II,,,live_nist
1,diameter,1mm,Middle,1,336.0,335.54,335.5,0.000412,0.00041993499999999997,3,0.40762000000000853,335.09238,335.09238,335.092386,150000000.0,D,,Ar II,Ar,II,Ar II,,150000000.0,live_nist
2,diameter,1mm,Middle,1,390.0,390.37719298245617,390.4,0.000272,0.0002760548245614035,1,0.2950000000000159,390.695,390.695,390.693849,,,,Ar II,Ar,II,Ar II,,,live_nist
2,diameter,1mm,Middle,1,390.0,390.37719298245617,390.4,0.000272,0.0002760548245614035,2,0.3374900000000025,390.06251,390.06251,390.062636,7200000.0,B,,Ar II,Ar,II,Ar II,,7200000.0,live_nist
2,diameter,1mm,Middle,1,390.0,390.37719298245617,390.4,0.000272,0.0002760548245614035,3,0.34550000000001546,390.7455,390.7455,390.74549,8640000.0,C,,O II,O,II,O II,,8640000.0,live_nist
3,diameter,1mm,Middle,1,356.0,355.87735849056605,355.9,0.000252,0.0002523985849056604,1,0.05079000000000633,355.95079,355.95079,355.95078,288000000.0,B,,Ar II,Ar,II,Ar II,,288000000.0,live_nist
3,diameter,1mm,Middle,1,356.0,355.87735849056605,355.9,0.000252,0.0002523985849056604,2,0.20303000000001248,356.10303,356.10303,356.103016,400000000.0,D,,Ar II,Ar,II,Ar II,,400000000.0,live_nist
3,diameter,1mm,Middle,1,356.0,355.87735849056605,355.9,0.000252,0.0002523985849056604,3,0.2096199999999726,355.69038,355.69038,355.690383,5000000.0,B,,Ar II,Ar,II,Ar II,,5000000.0,live_nist
4,diameter,1mm,Middle,1,314.0,314.3909090909091,314.4,0.000231,0.00023520227272727273,1,0.01089999999999236,314.3891,314.3891,314.389502,,,,Ar II,Ar,II,Ar II,,,live_nist
4,diameter,1mm,Middle,1,314.0,314.3909090909091,314.4,0.000231,0.00023520227272727273,2,0.18999999999999773,314.59,314.59,314.590397,,,,Ar II,Ar,II,Ar II,,,live_nist
4,diameter,1mm,Middle,1,314.0,314.3909090909091,314.4,0.000231,0.00023520227272727273,3,0.24220000000002528,314.6422,314.6422,314.642615,300000.0,D,,Ar II,Ar,II,Ar II,,300000.0,live_nist
5,diameter,1mm,Middle,1,379.0,378.8898305084746,378.9,7.89e-05,7.893580508474575e-05,1,0.22999999999996135,378.67,,378.67,970000.0,D,,O II,O,II,O II,,970000.0,live_nist
5,diameter,1mm,Middle,1,379.0,378.8898305084746,378.9,7.89e-05,7.893580508474575e-05,2,0.26180999999996857,378.63819,378.63819,378.638198,1500000.0,B,,Ar II,Ar,II,Ar II,,1500000.0,live_nist
5,diameter,1mm,Middle,1,379.0,378.8898305084746,378.9,7.89e-05,7.893580508474575e-05,3,0.4019999999999868,378.498,,378.498,5830000.0,D,,O II,O,II,O II,,5830000.0,live_nist
6,diameter,1mm,Middle,1,429.0,428.507299270073,428.5,6.89e-05,7.22257299270073e-05,1,0.06069999999999709,428.4393,428.4393,428.43992,,,,O II,O,II,O II,,,live_nist
6,diameter,1mm,Middle,1,429.0,428.507299270073,428.5,6.89e-05,7.22257299270073e-05,2,0.06869999999997844,428.5687,428.5687,428.5684,,,,O II,O,II,O II,,,live_nist
6,diameter,1mm,Middle,1,429.0,428.507299270073,428.5,6.89e-05,7.22257299270073e-05,3,0.0998000000000161,428.4002,428.4002,428.4011,,,,O II,O,II,O II,,,live_nist
7,diameter,1mm,Middle,1,400.0,400.02284263959393,400.0,1.12e-05,1.1201027918781726e-05,1,0.07481999999998834,399.92518,399.92518,399.925192,,,,Ar II,Ar,II,Ar II,,,live_nist
7,diameter,1mm,Middle,1,400.0,400.02284263959393,400.0,1.12e-05,1.1201027918781726e-05,2,0.11378000000001975,400.11378,400.11378,400.113759,600000.0,C,,Ar II,Ar,II,Ar II,,600000.0,live_nist
7,diameter,1mm,Middle,1,400.0,400.02284263959393,400.0,1.12e-05,1.1201027918781726e-05,3,0.20467000000002145,399.79533,,399.79533,2410000.0,B,,O I,O,I,O I,,2410000.0,live_nist
8,diameter,1mm,Middle,1,406.0,406.2645502645503,406.3,9.62e-06,9.884550264550263e-06,1,0.006399999999985084,406.2936,406.2936,406.29367,,,,O II,O,II,O II,,,live_nist
8,diameter,1mm,Middle,1,406.0,406.2645502645503,406.3,9.62e-06,9.884550264550263e-06,2,0.05770000000001119,406.3577,406.3577,406.3577,,,,C I,C,I,C I,,,live_nist
8,diameter,1mm,Middle,1,406.0,406.2645502645503,406.3,9.62e-06,9.884550264550263e-06,3,0.12438000000003058,406.17562,,406.17562,,,,O II,O,II,O II,,,live_nist
9,diameter,1mm,Middle,1,329.0,329.07169459962756,329.1,4.59e-06,4.603801210428305e-06,1,0.04404999999997017,329.14405,329.14405,329.144028,,,,Ar II,Ar,II,Ar II,,,live_nist
9,diameter,1mm,Middle,1,329.0,329.07169459962756,329.1,4.59e-06,4.603801210428305e-06,2,0.10190000000000055,328.9981,328.9981,328.9982,,,,O II,O,II,O II,,,live_nist
9,diameter,1mm,Middle,1,329.0,329.07169459962756,329.1,4.59e-06,4.603801210428305e-06,3,0.2640199999999595,329.36402,329.36402,329.364009,170000000.0,D,,Ar II,Ar,II,Ar II,,170000000.0,live_nist
10,diameter,1mm,Middle,1,423.0,423.0549180327869,423.1,1.09e-06,1.0918397540983605e-06,1,0.11312000000003763,422.98688,422.98688,422.986872,,,,Ar II,Ar,II,Ar II,,,live_nist
10,diameter,1mm,Middle,1,423.0,423.0549180327869,423.1,1.09e-06,1.0918397540983605e-06,2,0.2259999999999991,423.326,,423.326,135000.0,C,,O I,O,I,O I,,135000.0,live_nist
10,diameter,1mm,Middle,1,423.0,423.0549180327869,423.1,1.09e-06,1.0918397540983605e-06,3,0.22699999999997544,423.327,423.327,423.3274,404000.0,C+,,O I,O,I,O I,,404000.0,live_nist
1,diameter,1mm,Tip,1,336.0,335.8213367609255,335.8,0.000104,0.00010462085475578405,1,0.2104999999999677,336.0105,336.0105,336.0083,,,,O II,O,II,O II,,,live_nist
1,diameter,1mm,Tip,1,336.0,335.8213367609255,335.8,0.000104,0.00010462085475578405,2,0.2278999999999769,336.0279,336.0279,336.0281,,,,O II,O,II,O II,,,live_nist
1,diameter,1mm,Tip,1,336.0,335.8213367609255,335.8,0.000104,0.00010462085475578405,3,0.2615999999999872,336.0616,,336.0616,,,,O II,O,II,O II,,,live_nist
2,diameter,1mm,Tip,1,391.0,390.6140350877193,390.6,3.51e-05,3.5949122807017543e-05,1,0.09499999999997044,390.695,390.695,390.693849,,,,Ar II,Ar,II,Ar II,,,live_nist
2,diameter,1mm,Tip,1,391.0,390.6140350877193,390.6,3.51e-05,3.5949122807017543e-05,2,0.14549999999997,390.7455,390.7455,390.74549,8640000.0,C,,O II,O,II,O II,,8640000.0,live_nist
3,diameter,1mm,Tip,1,356.0,356.31516587677726,356.3,3.49e-05,3.594792654028436e-05,1,0.0020999999999844476,356.2979,356.2979,356.2969075,268680.0,AAA,,He I,He,I,He I,,268680.0,live_nist
3,diameter,1mm,Tip,1,356.0,356.31516587677726,356.3,3.49e-05,3.594792654028436e-05,2,0.0020999999999844476,356.2979,356.2979,356.297878,161210.0,AAA,,He I,He,I,He I,,161210.0,live_nist
3,diameter,1mm,Tip,1,356.0,356.31516587677726,356.3,3.49e-05,3.594792654028436e-05,3,0.010423699999989822,356.3104237,,356.3104237,53735.0,AAA,,He I,He,I,He I,,53735.0,live_nist
4,diameter,1mm,Tip,1,314.0,314.20542635658916,314.2,3.12e-05,3.174437984496124e-05,1,0.10370000000000346,314.0963,314.0963,314.097313,,,,Ar II,Ar,II,Ar II,,,live_nist
4,diameter,1mm,Tip,1,314.0,314.20542635658916,314.2,3.12e-05,3.174437984496124e-05,2,0.18909999999999627,314.3891,314.3891,314.389502,,,,Ar II,Ar,II,Ar II,,,live_nist
4,diameter,1mm,Tip,1,314.0,314.20542635658916,314.2,3.12e-05,3.174437984496124e-05,3,0.2319999999999709,313.968,313.968,313.9678,76400000.0,C,,O II,O,II,O II,,76400000.0,live_nist
5,diameter,1mm,Tip,1,379.0,379.3660084626234,379.4,1.01e-05,1.0574895980253878e-05,1,0.032199999999988904,379.3678,379.3678,379.3678,,,,C I,C,I,C I,,,live_nist
5,diameter,1mm,Tip,1,379.0,379.3660084626234,379.4,1.01e-05,1.0574895980253878e-05,2,0.036100000000033106,379.4361,379.4361,379.4359,6860000.0,C,,O II,O,II,O II,,6860000.0,live_nist
5,diameter,1mm,Tip,1,379.0,379.3660084626234,379.4,1.01e-05,1.0574895980253878e-05,3,0.07739999999995462,379.3226,379.3226,379.322798,,,,Ar II,Ar,II,Ar II,,,live_nist
6,diameter,1mm,Tip,1,310.0,309.90167753960856,309.9,1.25e-06,1.2551865097856478e-06,1,0.09250000000002956,309.9925,309.9925,309.992564,,,,Ar II,Ar,II,Ar II,,,live_nist
6,diameter,1mm,Tip,1,310.0,309.90167753960856,309.9,1.25e-06,1.2551865097856478e-06,2,0.15229999999996835,309.7477,309.7477,309.7471,,,,O II,O,II,O II,,,live_nist
6,diameter,1mm,Tip,1,310.0,309.90167753960856,309.9,1.25e-06,1.2551865097856478e-06,3,0.2004000000000019,310.1004,310.1004,310.100855,,,,Ar II,Ar,II,Ar II,,,live_nist
7,diameter,1mm,Tip,1,260.0,259.96153846153845,260.0,5.23e-07,5.230096153846154e-07,1,0.09559999999999036,260.0956,260.0956,260.095957,,,,Ar II,Ar,II,Ar II,,,live_nist
8,diameter,1mm,Tip,1,375.0,375.0187319884726,375.0,3.25e-07,3.2506087896253604e-07,1,0.012490500000012617,375.0124905,,375.0124905,487480.0,AAA,,H I,H,I,H I,,487480.0,live_nist
8,diameter,1mm,Tip,1,375.0,375.0187319884726,375.0,3.25e-07,3.2506087896253604e-07,2,0.012511800000027051,375.0125118,,375.0125118,29828.0,AAA,,H I,H,I,H I,,29828.0,live_nist
8,diameter,1mm,Tip,1,375.0,375.0187319884726,375.0,3.25e-07,3.2506087896253604e-07,3,0.01274999999998272,375.01275,,375.01275,,,,H I,H,I,H I,,,live_nist
9,diameter,1mm,Tip,1,306.0,305.8279569892473,305.8,2.45e-07,2.47752688172043e-07,1,0.12930000000000064,305.9293,305.9293,305.9284,,,,O II,O,II,O II,,,live_nist
9,diameter,1mm,Tip,1,306.0,305.8279569892473,305.8,2.45e-07,2.47752688172043e-07,2,0.27190000000001646,305.5281,305.5281,305.527974,,,,Ar II,Ar,II,Ar II,,,live_nist
9,diameter,1mm,Tip,1,306.0,305.8279569892473,305.8,2.45e-07,2.47752688172043e-07,3,0.2905900000000088,306.09059,306.09059,306.090557,,,,Ar II,Ar,II,Ar II,,,live_nist
10,diameter,1mm,Tip,1,398.0,397.566852367688,397.6,1.86e-07,2.0283861420612812e-07,1,0.1179000000000201,397.4821,397.4821,397.4824,,,,O II,O,II,O II,,,live_nist
10,diameter,1mm,Tip,1,398.0,397.566852367688,397.6,1.86e-07,2.0283861420612812e-07,2,0.12418000000002394,397.47582,397.47582,397.475854,900000.0,D,,Ar II,Ar,II,Ar II,,900000.0,live_nist
10,diameter,1mm,Tip,1,398.0,397.566852367688,397.6,1.86e-07,2.0283861420612812e-07,3,0.1309999999999718,397.731,,397.731,7790.0,B+,,N II,N,II,N II,,7790.0,live_nist
